Timestamp,Open_spot,High_spot,Low_spot,Close_spot,Volume,MA120,Open_futures,High_futures,Low_futures,Close_futures,Funding Rate
2020-08-16 16:00:00,11858.89,11885.44,11686.0,11859.91,17697.501394,9547.66075,11880.3,11903.6,11701.6,11879.2,0.00032227
2020-08-17 00:00:00,11859.91,11916.16,11790.03,11911.0,11659.867975,9547.66075,11877.1,11942.4,11816.1,11932.3,0.00089866
2020-08-17 08:00:00,11910.99,11933.15,11769.78,11807.21,13330.199802,9590.664,11933.9,11955.9,11785.8,11817.2,0.00034584
2020-08-17 16:00:00,11806.94,12455.0,11780.0,12421.55,44202.494563,9590.664,11817.6,12488.6,11767.9,12453.6,0.00031649
2020-08-18 00:00:00,12421.84,12468.0,12210.0,12281.13,27201.517175,9590.664,12456.7,12513.6,12230.8,12302.9,0.00030144
2020-08-18 08:00:00,12281.15,12387.77,12192.0,12260.77,19708.197038,9633.3155,12305.3,12410.0,12213.8,12284.4,0.0006383
2020-08-18 16:00:00,12260.91,12296.69,11817.93,11934.41,36494.475554,9633.3155,12283.5,12313.2,11813.2,11958.1,0.00086384
2020-08-19 00:00:00,11934.41,12087.0,11850.02,11945.01,19721.162935,9633.3155,11955.7,12096.9,11875.6,11959.9,0.0001
2020-08-19 08:00:00,11945.1,12020.08,11612.71,11823.34,28169.628492,9674.259,11960.5,12035.7,11618.6,11822.0,0.0001
2020-08-19 16:00:00,11823.34,11914.67,11700.0,11726.5,23725.245204,9674.259,11821.7,11921.7,11709.0,11738.9,0.0001
2020-08-20 00:00:00,11726.38,11800.0,11561.0,11754.59,22045.29591,9674.259,11737.8,11796.8,11502.5,11764.0,0.0001
2020-08-20 08:00:00,11754.38,11825.78,11668.0,11703.88,13487.185225,9713.662416666666,11764.4,11835.5,11680.7,11705.9,0.0001
2020-08-20 16:00:00,11703.88,11888.0,11685.0,11854.35,17867.750589,9713.662416666666,11706.0,11875.9,11690.9,11874.1,0.0001
2020-08-21 00:00:00,11854.34,11880.01,11804.67,11853.55,14730.318537,9713.662416666666,11876.4,11893.1,11818.7,11871.1,0.0001
2020-08-21 08:00:00,11853.54,11878.0,11778.44,11838.07,16940.323185,9747.403666666669,11871.0,11888.8,11792.8,11839.7,0.0001
2020-08-21 16:00:00,11838.08,11838.19,11626.0,11720.0,22463.197819,9747.403666666669,11841.7,11843.6,11637.7,11731.0,0.00022867
2020-08-22 00:00:00,11720.01,11767.5,11485.81,11531.34,25044.785138,9747.403666666669,11730.1,11780.0,11488.1,11531.4,0.0001
2020-08-22 08:00:00,11531.23,11589.56,11376.81,11579.61,18068.265477,9782.053333333331,11530.9,11586.5,11378.7,11576.0,0.0001
2020-08-22 16:00:00,11579.6,11642.81,11544.0,11583.1,14048.274545,9782.053333333331,11578.8,11646.4,11544.4,11583.5,0.0001
2020-08-23 00:00:00,11583.1,11686.0,11553.77,11662.96,11562.161624,9782.053333333331,11584.1,11689.9,11558.0,11669.8,0.0001
2020-08-23 08:00:00,11663.51,11688.81,11555.26,11616.46,10801.513911,9816.298833333334,11669.7,11694.9,11567.8,11623.5,0.0001
2020-08-23 16:00:00,11616.46,11669.89,11514.13,11653.25,13497.324594,9816.298833333334,11625.4,11678.6,11523.5,11666.6,0.0001
2020-08-24 00:00:00,11653.26,11718.07,11619.61,11648.13,13601.166185,9816.298833333334,11668.4,11727.0,11634.9,11660.0,0.00040273
2020-08-24 08:00:00,11648.12,11775.0,11585.09,11758.58,16137.803534,9850.091333333334,11663.0,11781.5,11601.3,11757.1,0.0001
2020-08-24 16:00:00,11758.57,11824.9,11726.42,11764.03,17980.107726,9850.091333333334,11762.5,11831.3,11733.6,11770.2,0.0001
2020-08-25 00:00:00,11764.04,11790.0,11699.04,11748.2,12094.480607,9850.091333333334,11772.6,11790.9,11708.9,11762.1,0.0001
2020-08-25 08:00:00,11748.19,11767.85,11550.0,11586.41,15107.39917,9879.623,11761.7,11772.4,11556.1,11589.7,0.0001
2020-08-25 16:00:00,11586.41,11659.15,11328.03,11419.41,27483.194292,9879.623,11593.6,11664.8,11329.6,11429.5,0.0001
2020-08-26 00:00:00,11419.42,11443.14,11117.64,11318.42,27000.32981,9879.623,11428.7,11450.9,11114.1,11330.5,0.0001
2020-08-26 08:00:00,11318.42,11400.0,11250.0,11348.06,14718.778278,9910.643416666666,11329.7,11410.7,11254.9,11343.0,0.0001
2020-08-26 16:00:00,11348.05,11500.0,11244.0,11475.92,24406.829828,9910.643416666666,11343.3,11515.0,11250.4,11490.5,0.0001
2020-08-27 00:00:00,11475.92,11539.32,11428.93,11461.43,14872.623125,9910.643416666666,11490.9,11558.1,11435.6,11472.4,0.0001
2020-08-27 08:00:00,11461.42,11480.59,11332.48,11406.17,13732.489998,9931.9085,11469.8,11488.5,11340.0,11409.1,0.0001
2020-08-27 16:00:00,11406.17,11592.2,11256.06,11323.22,29834.820773,9931.9085,11408.7,11600.0,11251.6,11329.0,0.0001
2020-08-28 00:00:00,11323.21,11366.49,11125.0,11330.38,19678.725612,9931.9085,11326.6,11366.3,11134.0,11330.7,0.0001
2020-08-28 08:00:00,11330.38,11444.96,11276.89,11379.63,13620.956861,9956.13275,11335.0,11449.1,11286.7,11385.7,0.0001
2020-08-28 16:00:00,11379.63,11534.06,11354.63,11529.63,20405.315493,9956.13275,11389.4,11535.2,11366.5,11534.4,0.0001
2020-08-29 00:00:00,11529.3,11542.65,11457.23,11526.91,11927.636011,9956.13275,11531.7,11543.9,11457.2,11525.4,-0.00015491
2020-08-29 08:00:00,11526.9,11580.02,11462.51,11558.28,9829.106946,9978.123416666667,11528.5,11579.9,11460.1,11564.5,7.748e-05
2020-08-29 16:00:00,11558.28,11569.72,11417.04,11500.99,12478.630124,9978.123416666667,11564.9,11572.2,11424.4,11502.4,0.0001
2020-08-30 00:00:00,11500.98,11549.0,11458.09,11465.84,10666.06213,9978.123416666667,11504.6,11547.4,11464.5,11477.3,0.0001
2020-08-30 08:00:00,11465.84,11650.0,11458.0,11592.91,14141.012706,10000.949333333332,11469.4,11654.5,11465.2,11594.9,0.0001
2020-08-30 16:00:00,11592.9,11665.11,11548.78,11616.2,14911.638446,10000.949333333332,11595.0,11667.3,11555.0,11620.7,0.0001
2020-08-31 00:00:00,11616.21,11719.0,11580.0,11711.16,14125.227902,10000.949333333332,11621.3,11721.3,11590.1,11721.2,0.0001
2020-08-31 08:00:00,11711.17,11726.89,11594.06,11618.65,13314.624793,10023.910583333332,11719.5,11733.6,11603.0,11631.1,0.0001
2020-08-31 16:00:00,11618.64,11800.77,11570.0,11742.16,26190.013834,10023.910583333332,11630.4,11789.4,11584.7,11751.5,0.0001
2020-09-01 00:00:00,11742.15,11751.36,11614.9,11649.51,15848.979117,10023.910583333332,11751.1,11762.8,11625.3,11663.5,0.0001
2020-09-01 08:00:00,11649.51,11940.0,11515.0,11923.74,24644.8304,10049.327333333333,11663.4,11960.0,11533.6,11937.8,0.00025871
2020-09-01 16:00:00,11923.74,12044.67,11797.26,12039.33,30602.821266,10049.327333333333,11938.8,12072.0,11821.5,12060.5,0.00031565
2020-09-02 00:00:00,12039.33,12050.85,11851.0,11921.97,22900.542002,10049.327333333333,12063.1,12085.3,11880.0,11946.1,0.00071462
2020-09-02 08:00:00,11921.97,11954.57,11718.16,11722.84,22402.043277,10069.049916666669,11945.1,11972.8,11720.0,11725.9,0.0001
2020-09-02 16:00:00,11723.59,11747.99,11160.1,11329.67,45647.261693,10069.049916666669,11726.5,11752.7,11134.3,11348.2,0.0001
2020-09-03 00:00:00,11329.66,11439.0,11234.65,11388.54,19172.540632,10069.049916666669,11343.3,11449.0,11255.1,11401.8,0.0001
2020-09-03 08:00:00,11388.54,11446.13,11237.0,11400.84,21275.461296,10077.366,11401.8,11459.4,11257.2,11409.1,0.0001
2020-09-03 16:00:00,11400.44,11462.6,10460.0,10670.28,58220.071493,10077.366,11408.3,11481.7,10444.5,10673.8,-0.0003275
2020-09-04 00:00:00,10670.28,10794.62,9960.8,10140.85,42454.573226,10077.366,10674.6,10784.0,9772.7,10129.1,-0.0014234
2020-09-04 08:00:00,10138.29,10351.06,10068.0,10295.59,27867.434547,10081.198083333333,10126.0,10350.0,10047.3,10294.8,-0.00022809
2020-09-04 16:00:00,10295.59,10528.97,9875.5,10424.67,41277.805961,10081.198083333333,10293.0,10529.6,9873.0,10429.6,-0.00028902
2020-09-05 00:00:00,10424.67,10627.05,10303.56,10446.25,23588.358605,10081.198083333333,10429.6,10631.3,10306.0,10453.5,-0.00071491
2020-09-05 08:00:00,10446.25,10565.68,10362.2,10406.77,16248.196825,10084.25375,10453.2,10564.8,10356.6,10400.7,-3.322e-05
2020-09-05 16:00:00,10406.77,10406.77,9975.0,10273.89,35261.437864,10084.25375,10399.3,10399.3,9976.8,10269.5,1.387e-05
2020-09-06 00:00:00,10274.13,10298.99,9825.0,10166.69,38491.970879,10084.25375,10269.8,10294.1,9817.8,10163.6,0.0001
2020-09-06 08:00:00,10166.69,10250.0,9994.86,10230.37,19659.052876,10090.227083333331,10162.0,10255.6,10001.1,10238.2,0.0001
2020-09-06 16:00:00,10230.36,10300.0,10120.19,10173.37,21533.769654,10090.227083333331,10236.4,10352.8,10135.1,10185.0,0.00019555
2020-09-07 00:00:00,10173.44,10347.14,10141.28,10256.2,15175.966285,10090.227083333331,10185.7,10354.9,10153.1,10257.7,0.0001
2020-09-07 08:00:00,10255.89,10312.0,10052.38,10113.56,14903.186411,10103.982666666669,10255.4,10315.0,10053.5,10117.8,0.0001
2020-09-07 16:00:00,10113.81,10184.53,9875.0,10144.01,30380.520829,10103.982666666669,10117.0,10191.5,9864.5,10141.6,-0.00019674
2020-09-08 00:00:00,10144.0,10410.75,10086.28,10373.44,17336.523436,10103.982666666669,10142.2,10407.3,10083.1,10372.1,4.86e-06
2020-09-08 08:00:00,10373.45,10438.0,10220.0,10264.5,15762.403311,10117.025416666667,10378.6,10437.5,10225.0,10268.0,-4.892e-05
2020-09-08 16:00:00,10264.29,10333.4,9920.32,10098.58,33919.958734,10117.025416666667,10267.7,10337.8,9916.5,10094.5,4.198e-05
2020-09-09 00:00:00,10098.58,10218.0,9850.0,10126.65,23809.516373,10117.025416666667,10096.0,10205.3,9832.3,10128.5,0.0001
2020-09-09 08:00:00,10126.66,10197.57,9981.01,10190.0,13685.414023,10128.762166666666,10129.4,10192.4,9985.6,10184.5,0.0001
2020-09-09 16:00:00,10190.0,10280.62,10140.22,10246.11,19164.697701,10128.762166666666,10184.3,10283.1,10139.1,10249.5,0.0001
2020-09-10 00:00:00,10246.11,10343.0,10169.91,10219.2,16497.002052,10128.762166666666,10249.6,10349.8,10173.7,10223.4,0.0001
2020-09-10 08:00:00,10219.29,10418.0,10070.83,10275.29,18792.133975,10137.324666666666,10224.9,10422.0,10217.2,10283.1,0.0001
2020-09-10 16:00:00,10275.22,10483.35,10230.31,10414.16,23053.461467,10137.324666666666,10278.5,10497.0,10239.9,10432.9,0.0001
2020-09-11 00:00:00,10414.15,10442.0,10250.02,10336.87,16408.158308,10137.324666666666,10430.9,10452.4,10253.8,10342.2,0.0001
2020-09-11 08:00:00,10336.86,10380.34,10200.0,10260.75,14619.27116,10142.290583333332,10346.0,10384.4,10202.6,10260.2,0.0001
2020-09-11 16:00:00,10260.76,10333.91,10250.0,10318.76,17249.928222,10142.290583333332,10258.9,10337.5,10252.1,10320.3,0.0001
2020-09-12 00:00:00,10318.77,10397.6,10267.67,10387.89,11961.055085,10142.290583333332,10320.3,10407.0,10274.4,10388.1,0.0001
2020-09-12 08:00:00,10387.89,10397.86,10306.34,10343.98,9218.794342,10151.661416666668,10388.6,10398.6,10304.8,10340.4,0.0001
2020-09-12 16:00:00,10343.97,10380.0,10269.25,10359.99,13120.703451,10151.661416666668,10340.8,10374.6,10277.1,10358.6,0.0001
2020-09-13 00:00:00,10360.0,10477.97,10348.89,10440.92,13039.655303,10151.661416666668,10358.3,10479.4,10350.8,10438.3,0.0001
2020-09-13 08:00:00,10440.67,10580.11,10400.04,10542.27,12050.781672,10159.591083333333,10439.4,10582.0,10405.0,10546.9,0.0001
2020-09-13 16:00:00,10542.27,10560.0,10258.0,10280.14,19115.940301,10159.591083333333,10546.8,10562.1,10257.1,10283.0,0.0001
2020-09-14 00:00:00,10280.15,10332.84,10200.0,10332.83,12670.887892,10159.591083333333,10280.3,10325.4,10209.5,10325.4,0.0001
2020-09-14 08:00:00,10332.84,10404.0,10240.34,10399.32,13282.539015,10167.8555,10326.8,10404.8,10245.9,10397.8,0.0001
2020-09-14 16:00:00,10399.31,10706.91,10212.34,10698.03,36004.947675,10167.8555,10401.5,10693.9,10323.7,10689.0,3.05e-06
2020-09-15 00:00:00,10698.03,10750.0,10618.82,10671.77,17771.804671,10167.8555,10689.5,10747.7,10625.2,10671.5,-8.065e-05
2020-09-15 08:00:00,10671.77,10839.0,10650.0,10741.37,16348.806002,10176.617,10671.5,10832.2,10652.0,10742.2,-0.00017441
2020-09-15 16:00:00,10741.37,10930.04,10606.48,10784.46,28814.080682,10176.617,10739.4,10931.5,10599.7,10782.0,1.12e-06
2020-09-16 00:00:00,10785.23,10886.39,10700.0,10785.31,16659.566102,10176.617,10782.0,10871.9,10655.1,10781.3,-8.23e-06
2020-09-16 08:00:00,10785.23,10939.6,10661.22,10915.49,19091.532742,10186.437666666669,10781.3,10947.9,10657.2,10919.8,-2.335e-05
2020-09-16 16:00:00,10916.09,11016.69,10827.0,11004.99,24780.163543,10186.437666666669,10919.8,11021.0,10824.2,11003.7,1.41e-05
2020-09-17 00:00:00,11004.99,11093.0,10941.35,10954.01,21119.816155,10186.437666666669,11006.9,11096.6,10933.1,10941.6,-9.598e-05
2020-09-17 08:00:00,10954.01,11045.46,10842.77,10882.39,18876.638557,10198.342333333334,10944.2,11039.1,10841.4,10885.8,0.0001
2020-09-17 16:00:00,10882.38,10905.0,10745.83,10838.31,22117.800551,10198.342333333334,10885.7,10909.1,10740.2,10834.1,0.0001
2020-09-18 00:00:00,10838.3,10968.95,10794.23,10939.99,14607.175421,10198.342333333334,10834.2,10969.5,10790.7,10935.3,-0.00027433
2020-09-18 08:00:00,10940.0,10985.0,10870.01,10954.14,12958.525616,10213.881833333333,10935.4,10974.5,10875.1,10950.2,-3.81e-06
2020-09-18 16:00:00,10954.14,11038.03,10870.37,10899.37,17935.663124,10213.881833333333,10950.3,11039.0,10867.8,10897.5,0.0001
2020-09-19 00:00:00,10899.42,10944.79,10812.84,10933.39,16372.539535,10213.881833333333,10898.4,10939.5,10793.6,10932.5,1.66e-05
2020-09-19 08:00:00,10933.4,10980.0,10898.11,10900.29,10221.113556,10229.803916666666,10932.7,10975.0,10897.9,10900.6,1.754e-05
2020-09-19 16:00:00,10900.28,11179.79,10887.37,11090.56,18262.403965,10229.803916666666,10900.6,11178.1,10888.0,11086.5,0.0001
2020-09-20 00:00:00,11090.57,11119.93,11011.31,11080.65,9956.519337,10229.803916666666,11086.2,11109.8,10997.9,11075.5,-0.00020803
2020-09-20 08:00:00,11080.64,11080.64,10899.33,10962.61,10554.82417,10244.313333333334,11075.1,11075.1,10875.3,10955.4,-0.00016249
2020-09-20 16:00:00,10962.6,10984.0,10775.0,10834.58,14522.692478,10244.313333333334,10954.1,10979.9,10757.0,10829.6,3.751e-05
2020-09-21 00:00:00,10834.62,10938.02,10723.0,10920.28,14080.405917,10244.313333333334,10829.7,10934.2,10750.6,10914.4,3.389e-05
2020-09-21 08:00:00,10920.28,10988.86,10889.0,10902.58,11486.881054,10258.454,10913.2,10988.5,10886.4,10897.6,0.0001
2020-09-21 16:00:00,10902.58,10912.62,10296.35,10418.76,42287.460533,10258.454,10896.4,10906.5,10264.0,10405.7,0.0001
2020-09-22 00:00:00,10418.77,10533.46,10356.54,10417.22,16909.089592,10258.454,10407.1,10524.0,10340.1,10412.8,-0.00035902
2020-09-22 08:00:00,10417.22,10502.79,10353.0,10372.9,13796.197078,10272.031166666666,10412.8,10490.0,10350.2,10366.3,-6.725e-05
2020-09-22 16:00:00,10372.91,10520.0,10372.9,10451.07,17431.020158,10272.031166666666,10365.6,10515.6,10363.6,10445.2,-0.00016128
2020-09-23 00:00:00,10451.06,10572.71,10447.53,10529.61,12764.01824,10272.031166666666,10445.0,10575.0,10437.5,10525.7,-0.00022743
2020-09-23 08:00:00,10529.61,10533.94,10380.47,10428.64,12568.458106,10283.700166666666,10525.8,10530.4,10371.1,10422.5,-0.00013042
2020-09-23 16:00:00,10428.63,10537.15,10403.95,10453.2,15288.138477,10283.700166666666,10422.5,10539.3,10401.1,10452.2,0.0001
2020-09-24 00:00:00,10453.02,10494.72,10136.82,10241.46,24019.971496,10283.700166666666,10453.8,10492.0,10129.5,10230.4,5.75e-05
2020-09-24 08:00:00,10241.46,10356.47,10190.93,10341.68,12811.061096,10296.468916666669,10232.2,10350.0,10190.9,10336.8,0.0001
2020-09-24 16:00:00,10341.69,10557.19,10283.89,10545.36,21579.322172,10296.468916666669,10336.4,10552.5,10275.0,10541.5,0.0001
2020-09-25 00:00:00,10545.07,10795.24,10540.02,10736.32,23286.236159,10296.468916666669,10536.1,10794.0,10535.4,10728.1,1.611e-05
2020-09-25 08:00:00,10736.33,10760.53,10614.58,10686.94,12281.175846,10305.725416666666,10726.4,10752.3,10614.0,10681.1,0.0001
2020-09-25 16:00:00,10686.93,10686.94,10556.24,10647.61,22905.743244,10305.725416666666,10682.0,10712.0,10553.4,10649.1,0.0001
2020-09-26 00:00:00,10647.62,10754.21,10625.16,10686.67,12914.197918,10305.725416666666,10650.9,10758.9,10628.1,10681.9,-0.00011802
2020-09-26 08:00:00,10686.57,10820.94,10644.68,10705.84,10630.873838,10316.5715,10681.9,10830.0,10646.7,10702.3,-5.677e-05
2020-09-26 16:00:00,10705.84,10742.02,10661.7,10721.0,9803.843849,10316.5715,10701.9,10739.9,10659.9,10718.8,-4.869e-05
2020-09-27 00:00:00,10721.0,10774.45,10682.78,10728.6,7986.118972,10316.5715,10718.9,10780.7,10683.2,10723.2,-0.00032709
2020-09-27 08:00:00,10728.59,10799.0,10620.0,10671.28,10692.447851,10325.542583333332,10723.2,10797.8,10620.5,10673.7,0.0001
2020-09-27 16:00:00,10671.28,10766.41,10594.82,10754.82,11263.21439,10325.542583333332,10673.0,10771.4,10600.0,10763.1,0.0001
2020-09-28 00:00:00,10754.82,10784.61,10700.73,10774.25,8593.821012,10325.542583333332,10762.2,10790.0,10704.5,10776.7,0.0001
2020-09-28 08:00:00,10774.26,10950.0,10774.26,10854.0,17686.061823,10335.941333333332,10777.6,10969.9,10777.6,10858.7,0.0001
2020-09-28 16:00:00,10854.0,10941.99,10830.0,10901.9,18416.071725,10335.941333333332,10858.7,10949.9,10837.2,10904.7,0.0001
2020-09-29 00:00:00,10901.89,10918.57,10626.0,10696.12,13993.118186,10335.941333333332,10904.8,10922.4,10629.3,10691.9,0.0001
2020-09-29 08:00:00,10696.11,10747.88,10656.82,10726.99,11847.533395,10341.272250000002,10693.2,10747.2,10647.8,10721.8,0.0001
2020-09-29 16:00:00,10727.0,10797.0,10707.0,10725.94,14918.60534,10341.272250000002,10721.9,10794.0,10700.5,10725.3,0.0001
2020-09-30 00:00:00,10725.94,10867.54,10635.87,10840.48,15108.759664,10341.272250000002,10725.0,10864.8,10633.9,10838.8,0.0001
2020-09-30 08:00:00,10840.58,10849.34,10675.29,10706.68,12786.597804,10351.760166666669,10840.2,10846.9,10674.6,10701.7,0.0001
2020-09-30 16:00:00,10706.56,10793.8,10665.13,10777.39,14216.290315,10351.760166666669,10703.7,10782.9,10663.6,10771.9,0.0001
2020-10-01 00:00:00,10777.39,10799.0,10681.73,10776.59,12593.139203,10351.760166666669,10772.0,10796.0,10674.2,10776.3,0.0001
2020-10-01 08:00:00,10776.59,10857.47,10776.59,10824.75,11202.967507,10359.700916666668,10777.3,10872.1,10777.0,10827.6,0.0001
2020-10-01 16:00:00,10824.75,10920.0,10712.0,10716.23,20927.232605,10359.700916666668,10827.6,10941.7,10713.6,10713.6,0.0001
2020-10-02 00:00:00,10716.23,10716.23,10437.0,10619.13,28736.132781,10359.700916666668,10719.2,10719.9,10439.0,10619.1,0.0001
2020-10-02 08:00:00,10619.13,10664.64,10385.02,10490.88,17926.229235,10366.212083333334,10615.0,10665.2,10385.1,10495.3,0.0001
2020-10-02 16:00:00,10490.88,10600.0,10374.0,10512.74,20760.332248,10366.212083333334,10495.3,10613.1,10380.1,10516.4,0.0001
2020-10-03 00:00:00,10512.74,10580.0,10463.02,10570.4,11443.832222,10366.212083333334,10514.6,10581.6,10467.0,10573.5,0.0001
2020-10-03 08:00:00,10570.4,10576.87,10496.46,10527.75,6804.463717,10373.88625,10573.7,10578.2,10501.8,10531.6,0.0001
2020-10-03 16:00:00,10527.75,10564.0,10498.97,10541.98,7623.95146,10373.88625,10527.9,10564.9,10505.6,10547.2,0.0001
2020-10-04 00:00:00,10541.97,10603.56,10530.0,10542.06,7869.806164,10373.88625,10545.8,10603.4,10532.2,10544.8,-8.042e-05
2020-10-04 08:00:00,10542.07,10637.35,10517.87,10612.83,7044.011006,10382.222333333331,10545.5,10639.0,10525.0,10612.7,0.0001
2020-10-04 16:00:00,10612.83,10625.0,10570.47,10591.45,7016.521088,10382.222333333331,10612.7,10625.9,10576.2,10592.3,0.0001
2020-10-05 00:00:00,10591.45,10696.87,10581.26,10666.63,9151.469501,10382.222333333331,10592.0,10696.4,10581.6,10670.4,0.0001
2020-10-05 08:00:00,10666.62,10741.63,10615.64,10686.31,10419.865116,10390.9325,10666.4,10750.0,10614.4,10680.0,-0.00017404
2020-10-05 16:00:00,10686.31,10777.37,10654.96,10726.02,13346.733714,10390.9325,10680.0,10783.7,10659.3,10719.3,6.257e-05
2020-10-06 00:00:00,10726.01,10798.0,10680.0,10792.21,10259.162823,10390.9325,10719.3,10796.1,10666.6,10791.8,-6.284e-05
2020-10-06 08:00:00,10792.2,10800.0,10705.27,10711.15,12714.372787,10397.74625,10791.8,10796.5,10703.7,10712.6,0.0001
2020-10-06 16:00:00,10711.15,10760.0,10621.0,10735.01,17915.39831,10397.74625,10712.5,10757.8,10620.0,10734.1,0.0001
2020-10-07 00:00:00,10735.01,10751.23,10525.0,10599.66,18044.969374,10397.74625,10734.4,10747.4,10520.3,10599.1,0.0001
2020-10-07 08:00:00,10599.65,10630.0,10546.17,10618.69,10927.104766,10405.195916666667,10599.1,10628.6,10548.6,10617.0,0.0001
2020-10-07 16:00:00,10618.69,10649.37,10569.99,10629.6,13254.528263,10405.195916666667,10617.1,10649.9,10573.6,10629.0,0.0001
2020-10-08 00:00:00,10629.7,10681.87,10601.0,10666.39,8630.35725,10405.195916666667,10628.2,10675.1,10604.7,10668.3,0.0001
2020-10-08 08:00:00,10666.4,10670.89,10563.01,10592.21,9505.527554,10413.867333333332,10668.3,10668.3,10561.8,10589.1,0.0001
2020-10-08 16:00:00,10592.22,10935.0,10530.41,10896.96,28285.210896,10413.867333333332,10589.2,10970.6,10531.0,10902.4,0.0001
2020-10-09 00:00:00,10896.96,10950.0,10842.65,10925.57,14168.953122,10413.867333333332,10902.3,10956.5,10853.1,10923.2,0.0001
2020-10-09 08:00:00,10925.44,10940.85,10829.0,10894.0,9527.570514,10428.619333333334,10923.2,10941.1,10832.2,10896.6,0.0001
2020-10-09 16:00:00,10893.99,11104.64,10864.05,11086.58,26947.577039,10428.619333333334,10896.0,11140.0,10876.5,11091.5,0.0001
2020-10-10 00:00:00,11086.15,11100.0,11012.19,11050.64,11764.925684,10428.619333333334,11090.1,11105.0,11021.3,11061.4,0.0001
2020-10-10 08:00:00,11050.64,11491.0,11050.51,11381.3,20242.418747,10443.853416666669,11060.0,11596.7,11060.0,11398.0,0.0001
2020-10-10 16:00:00,11381.35,11413.66,11215.0,11349.2,14731.415421,10443.853416666669,11397.7,11427.2,11245.3,11361.9,0.0001
2020-10-11 00:00:00,11349.2,11376.47,11262.25,11293.22,8674.202775,10443.853416666669,11360.9,11392.3,11270.4,11305.2,0.0001
2020-10-11 08:00:00,11293.22,11395.8,11270.7,11350.01,7494.724628,10459.65075,11305.2,11415.9,11286.3,11364.1,0.00014283
2020-10-11 16:00:00,11350.01,11445.0,11327.05,11405.47,11061.885491,10459.65075,11362.4,11463.5,11341.0,11411.0,0.00012834
2020-10-12 00:00:00,11405.46,11430.0,11221.0,11369.02,10487.24122,10459.65075,11411.5,11442.8,11039.0,11373.8,0.0001
2020-10-12 08:00:00,11369.02,11413.9,11330.4,11379.34,10619.614078,10477.868666666667,11370.5,11427.2,11335.2,11383.9,0.0001
2020-10-12 16:00:00,11379.34,11590.0,11172.0,11549.38,24935.794026,10477.868666666667,11383.0,11610.6,11101.6,11558.5,0.0001
2020-10-13 00:00:00,11549.39,11720.01,11477.0,11528.25,17269.875606,10477.868666666667,11558.5,11720.0,11482.3,11537.8,0.0001
2020-10-13 08:00:00,11528.24,11544.87,11413.0,11452.0,12079.901704,10494.489833333331,11535.8,11551.7,11417.2,11462.0,0.0001
2020-10-13 16:00:00,11452.21,11557.0,11300.0,11385.15,19247.590328,10494.489833333331,11462.0,11636.5,11312.4,11397.8,0.0001
2020-10-14 00:00:00,11385.15,11460.16,11340.78,11420.56,10877.791677,10494.489833333331,11390.3,11467.8,11352.0,11421.7,0.0001
