Timestamp,Open_spot,High_spot,Low_spot,Close_spot,MA120,Open_futures,High_futures,Low_futures,Close_futures,Funding Rate
2018-12-04 16:00:00,4027.64,4085.0,3965.11,4024.83,6199.618916666667,3973.0,4000.0,3923.5,3966.5,-7.531e-05
2018-12-05 00:00:00,4024.52,4026.36,3900.0,3951.64,6199.618916666667,3966.5,3966.5,3900.5,3905.0,0.0001
2018-12-05 08:00:00,3950.98,3970.0,3831.25,3850.89,6175.0337500000005,3905.0,3916.5,3779.0,3794.0,0.00046701
2018-12-05 16:00:00,3851.52,3925.97,3835.83,3877.95,6175.0337500000005,3794.0,3878.5,3781.0,3823.0,0.0001
2018-12-06 00:00:00,3877.97,3882.99,3745.0,3769.84,6175.0337500000005,3823.0,3824.0,3655.0,3694.5,0.0001
2018-12-06 08:00:00,3768.44,3899.99,3678.0,3859.33,6151.8983333333335,3694.5,3839.0,3628.0,3817.0,-5.682e-05
2018-12-06 16:00:00,3859.33,3890.0,3631.0,3691.91,6151.8983333333335,3817.0,3841.0,3559.5,3627.0,0.0001
2018-12-07 00:00:00,3695.93,3701.16,3500.0,3508.75,6151.8983333333335,3627.0,3633.0,3403.0,3428.5,0.0001
2018-12-07 08:00:00,3508.75,3534.09,3341.04,3398.0,6125.846333333334,3428.5,3466.5,3283.5,3369.0,-6.606e-05
2018-12-07 16:00:00,3398.38,3444.09,3318.03,3319.99,6125.846333333334,3369.0,3416.5,3305.0,3305.0,-0.00069268
2018-12-08 00:00:00,3319.89,3549.99,3224.6,3403.55,6125.846333333334,3305.0,3534.0,3207.5,3372.0,0.0001
2018-12-08 08:00:00,3403.57,3495.0,3398.0,3428.78,6103.0706666666665,3372.0,3492.0,3369.0,3425.5,-6.089e-05
2018-12-08 16:00:00,3429.55,3431.41,3222.0,3361.57,6103.0706666666665,3425.5,3427.0,3313.0,3351.0,-0.00032875
2018-12-09 00:00:00,3360.53,3485.5,3276.47,3410.93,6103.0706666666665,3351.0,3458.0,3246.5,3397.5,0.0001
2018-12-09 08:00:00,3411.36,3540.71,3398.15,3416.72,6080.679166666667,3397.5,3437.5,3069.0,3406.5,0.0001
2018-12-09 16:00:00,3417.06,3590.73,3394.04,3580.95,6080.679166666667,3406.5,3569.0,3373.0,3551.0,0.0001
2018-12-10 00:00:00,3580.0,3658.0,3515.78,3545.37,6080.679166666667,3551.0,3629.5,3506.5,3526.5,0.0001
2018-12-10 08:00:00,3548.49,3610.0,3475.0,3503.63,6056.717083333333,3526.5,3588.5,3462.0,3482.5,-0.00055484
2018-12-10 16:00:00,3503.63,3537.0,3413.0,3428.0,6056.717083333333,3482.5,3516.5,3397.5,3409.0,0.0001
2018-12-11 00:00:00,3428.79,3520.0,3370.11,3432.88,6056.717083333333,3409.0,3554.5,3345.0,3406.0,0.0001
2018-12-11 08:00:00,3434.01,3480.0,3390.03,3421.26,6032.834083333333,3406.0,3438.0,3364.0,3392.5,0.0001
2018-12-11 16:00:00,3421.85,3443.79,3342.62,3353.01,6032.834083333333,3392.5,3412.5,3303.0,3317.0,0.0001
2018-12-12 00:00:00,3351.03,3430.19,3324.32,3380.39,6032.834083333333,3317.0,3381.0,3285.5,3344.0,0.0001
2018-12-12 08:00:00,3379.23,3425.0,3350.0,3405.96,6009.975083333334,3344.0,3407.0,3324.0,3379.0,0.0001
2018-12-12 16:00:00,3405.4,3480.0,3391.03,3460.3,6009.975083333334,3379.0,3486.0,3365.5,3447.5,0.0001
2018-12-13 00:00:00,3460.3,3492.0,3423.09,3445.0,6009.975083333334,3447.5,3499.0,3405.5,3431.5,0.0001
2018-12-13 08:00:00,3446.38,3460.0,3362.93,3402.6,5985.265916666667,3431.5,3439.0,3336.5,3374.0,0.0001
2018-12-13 16:00:00,3402.62,3435.0,3365.5,3416.02,5985.265916666667,3374.0,3413.0,3351.0,3394.5,0.0001
2018-12-14 00:00:00,3414.08,3421.48,3255.5,3302.06,5985.265916666667,3394.5,3404.0,3217.0,3257.0,-5.96e-05
2018-12-14 08:00:00,3302.06,3335.39,3250.0,3307.42,5959.536083333333,3257.0,3295.5,3171.0,3262.0,-0.00027962
2018-12-14 16:00:00,3307.4,3325.0,3256.01,3260.29,5959.536083333333,3262.0,3278.5,3218.0,3228.0,6.969e-05
2018-12-15 00:00:00,3260.72,3281.87,3177.0,3224.17,5959.536083333333,3228.0,3241.5,3130.5,3194.5,0.0001
2018-12-15 08:00:00,3225.19,3276.5,3213.17,3227.9,5931.429666666667,3194.5,3227.0,3187.5,3199.0,0.0001
2018-12-15 16:00:00,3228.48,3238.92,3156.26,3172.05,5931.429666666667,3199.0,3203.5,3114.5,3131.0,0.0001
2018-12-16 00:00:00,3172.62,3249.0,3164.0,3211.72,5931.429666666667,3131.0,3215.0,3131.0,3185.5,-0.00063603
2018-12-16 08:00:00,3211.71,3293.64,3186.0,3251.12,5905.10225,3185.5,3260.0,3180.0,3214.0,0.0001
2018-12-16 16:00:00,3251.1,3294.0,3220.98,3242.65,5905.10225,3214.0,3255.5,3191.5,3209.5,0.0001
2018-12-17 00:00:00,3242.6,3267.0,3215.2,3228.67,5905.10225,3209.5,3235.0,3176.5,3190.5,0.0001
2018-12-17 08:00:00,3229.22,3280.0,3216.0,3273.33,5880.365166666667,3190.5,3254.0,3178.5,3239.5,-9.349e-05
2018-12-17 16:00:00,3273.33,3449.98,3255.21,3421.4,5880.365166666667,3239.5,3446.0,3212.5,3394.0,9.19e-06
2018-12-18 00:00:00,3421.76,3585.0,3419.04,3509.08,5880.365166666667,3394.0,3583.0,3394.0,3496.0,-6.376e-05
2018-12-18 08:00:00,3509.03,3547.85,3481.34,3510.83,5858.683000000001,3496.0,3540.5,3470.0,3501.0,-2.156e-05
2018-12-18 16:00:00,3510.81,3577.0,3424.47,3512.18,5858.683000000001,3501.0,3568.0,3434.0,3510.0,0.0001
2018-12-19 00:00:00,3512.18,3678.59,3485.0,3652.98,5858.683000000001,3510.0,3681.5,3468.5,3662.5,0.0001
2018-12-19 08:00:00,3653.0,3749.0,3622.55,3698.31,5835.2015,3662.5,3772.0,3639.5,3710.5,-0.00076578
2018-12-19 16:00:00,3699.59,3912.73,3683.95,3744.93,5835.2015,3710.5,3914.0,3699.0,3769.5,-5e-06
2018-12-20 00:00:00,3743.68,3814.5,3630.23,3662.22,5835.2015,3769.5,3818.5,3652.0,3681.0,-7.32e-06
2018-12-20 08:00:00,3660.01,3758.0,3635.0,3733.7,5815.940916666667,3681.0,3756.0,3660.0,3736.5,-0.00018945
2018-12-20 16:00:00,3733.68,4065.0,3732.15,3985.94,5815.940916666667,3736.5,4122.0,3736.5,4019.0,-5.549e-05
2018-12-21 00:00:00,3987.2,4120.0,3860.0,4049.62,5815.940916666667,4019.0,4170.0,3880.0,4070.0,0.0001
2018-12-21 08:00:00,4051.86,4139.99,3880.0,3986.0,5793.554666666667,4070.0,4167.5,3871.0,4008.5,-2.459e-05
2018-12-21 16:00:00,3986.0,4070.99,3922.83,3944.93,5793.554666666667,4008.5,4090.0,3949.5,3962.5,0.0001
2018-12-22 00:00:00,3944.93,3978.39,3764.0,3838.66,5793.554666666667,3962.5,4050.0,3769.5,3838.0,0.0001
2018-12-22 08:00:00,3840.25,3872.0,3785.0,3834.7,5770.781916666666,3838.0,3862.0,3787.5,3839.0,0.0001
2018-12-22 16:00:00,3835.0,3933.39,3785.0,3830.1,5770.781916666666,3839.0,3928.5,3787.5,3825.5,0.0001
2018-12-23 00:00:00,3830.05,3979.0,3794.41,3948.91,5770.781916666666,3825.5,4012.0,3799.5,3980.5,9.062e-05
2018-12-23 08:00:00,3948.91,4003.84,3922.37,3958.92,5747.4158333333335,3980.5,4030.5,3956.5,3973.5,0.0001
2018-12-23 16:00:00,3957.07,4021.53,3870.0,3907.51,5747.4158333333335,3973.5,4052.0,3910.0,3924.5,0.0001
2018-12-24 00:00:00,3906.35,3968.95,3888.0,3929.71,5747.4158333333335,3924.5,3995.0,3906.0,3945.5,5.584e-05
2018-12-24 08:00:00,3929.71,4196.28,3924.83,4161.5,5724.982583333333,3945.5,4239.0,3945.0,4191.5,0.0001
2018-12-24 16:00:00,4160.06,4198.0,4021.0,4021.22,5724.982583333333,4191.5,4233.5,4054.0,4059.0,0.0001
2018-12-25 00:00:00,4022.0,4078.09,3965.01,4008.01,5724.982583333333,4059.0,4094.0,3971.5,4033.0,0.0001
2018-12-25 08:00:00,4010.11,4020.0,3705.0,3750.39,5698.625499999999,4033.0,4042.0,3709.5,3769.0,-0.00048195
2018-12-25 16:00:00,3750.57,3786.95,3646.41,3688.0,5698.625499999999,3769.0,3799.0,3672.0,3724.5,0.0001
2018-12-26 00:00:00,3688.0,3781.0,3661.0,3745.79,5698.625499999999,3724.5,3815.0,3681.5,3778.5,0.0001
2018-12-26 08:00:00,3745.56,3837.15,3715.05,3743.45,5671.139083333333,3778.5,3866.0,3752.0,3775.0,-0.00034818
2018-12-26 16:00:00,3743.45,3753.07,3656.74,3706.44,5671.139083333333,3775.0,3780.5,3688.0,3734.5,0.0001
2018-12-27 00:00:00,3706.43,3800.0,3690.34,3777.74,5671.139083333333,3734.5,3831.0,3721.5,3806.0,0.0001
2018-12-27 08:00:00,3777.74,3813.98,3670.0,3725.47,5642.278166666667,3806.0,3841.5,3695.0,3742.0,0.0001
2018-12-27 16:00:00,3725.06,3760.95,3697.0,3717.96,5642.278166666667,3742.0,3774.0,3709.0,3737.0,0.0001
2018-12-28 00:00:00,3717.96,3740.6,3535.0,3567.91,5642.278166666667,3737.0,3759.0,3551.0,3587.0,7.417e-05
2018-12-28 08:00:00,3567.89,3588.0,3540.04,3561.0,5616.0650000000005,3587.0,3632.5,3570.0,3598.5,-0.00036423
2018-12-28 16:00:00,3560.87,3820.0,3552.0,3785.58,5616.0650000000005,3598.5,3884.0,3593.0,3827.5,0.0001
2018-12-29 00:00:00,3785.9,3887.25,3778.5,3839.26,5616.0650000000005,3827.5,3954.0,3827.5,3890.0,-0.00094647
2018-12-29 08:00:00,3839.0,3870.0,3815.0,3858.26,5588.432583333332,3890.0,3930.0,3866.0,3908.5,0.0001
2018-12-29 16:00:00,3857.21,3892.0,3756.2,3822.1,5588.432583333332,3908.5,3991.0,3842.0,3870.5,0.0001
2018-12-30 00:00:00,3822.49,3884.0,3670.0,3695.32,5588.432583333332,3870.5,3939.5,3676.5,3704.0,0.0001
2018-12-30 08:00:00,3696.71,3747.0,3657.9,3724.94,5560.115083333333,3704.0,3759.0,3681.0,3753.0,0.0001
2018-12-30 16:00:00,3724.93,3903.5,3718.01,3768.0,5560.115083333333,3753.0,3877.5,3738.0,3801.5,-0.00083028
2018-12-31 00:00:00,3768.0,3823.0,3735.57,3801.91,5560.115083333333,3801.5,3849.0,3756.5,3830.5,0.0001
2018-12-31 08:00:00,3803.12,3810.0,3715.73,3754.45,5530.1225,3830.5,3837.5,3756.0,3781.5,0.0001
2018-12-31 16:00:00,3755.35,3791.63,3692.11,3752.46,5530.1225,3781.5,3819.0,3699.5,3769.0,0.0001
2019-01-01 00:00:00,3752.22,3776.85,3630.33,3702.9,5530.1225,3769.0,3786.5,3622.0,3691.0,0.0001
2019-01-01 08:00:00,3701.23,3726.64,3675.04,3713.83,5501.240166666667,3691.0,3717.0,3668.5,3703.5,0.0001
2019-01-01 16:00:00,3714.19,3756.94,3666.01,3682.61,5501.240166666667,3703.5,3745.0,3663.5,3678.0,0.0001
2019-01-02 00:00:00,3683.0,3810.16,3642.0,3797.14,5501.240166666667,3678.0,3854.5,3634.0,3824.0,0.0001
2019-01-02 08:00:00,3796.45,3810.0,3750.45,3771.08,5472.069333333333,3824.0,3834.5,3765.5,3794.0,-0.00018248
2019-01-02 16:00:00,3772.64,3839.63,3770.0,3801.28,5472.069333333333,3794.0,3851.0,3787.0,3815.0,0.0001
2019-01-03 00:00:00,3802.61,3882.14,3795.0,3858.56,5472.069333333333,3815.0,3914.5,3812.5,3888.0,-0.00031796
2019-01-03 08:00:00,3857.57,3862.74,3805.0,3828.88,5447.6258333333335,3888.0,3891.0,3824.0,3847.0,-0.00030021
2019-01-03 16:00:00,3828.88,3832.83,3783.0,3806.7,5447.6258333333335,3847.0,3851.0,3813.5,3836.0,7.62e-06
2019-01-04 00:00:00,3807.37,3807.75,3730.0,3766.78,5447.6258333333335,3836.0,3836.0,3749.5,3784.0,0.0001
2019-01-04 08:00:00,3767.2,3800.0,3730.0,3783.28,5424.925833333333,3784.0,3816.5,3750.5,3805.0,0.0001
2019-01-04 16:00:00,3783.28,3800.0,3703.57,3725.28,5424.925833333333,3805.0,3817.5,3724.5,3749.5,0.0001
2019-01-05 00:00:00,3725.3,3823.64,3717.3,3792.01,5424.925833333333,3749.5,3846.5,3742.5,3817.0,-3.369e-05
2019-01-05 08:00:00,3790.09,3840.99,3780.13,3785.15,5403.054333333333,3817.0,3882.0,3815.5,3822.0,0.0001
2019-01-05 16:00:00,3784.37,3814.0,3770.0,3785.58,5403.054333333333,3822.0,3851.0,3812.5,3831.5,-5.191e-05
2019-01-06 00:00:00,3785.58,3820.0,3751.0,3770.96,5403.054333333333,3831.5,3848.5,3773.0,3795.0,0.0001
2019-01-06 08:00:00,3771.12,3792.12,3740.0,3767.94,5384.74225,3795.0,3804.5,3754.0,3788.0,-0.00020751
2019-01-06 16:00:00,3768.11,3824.99,3761.81,3806.82,5384.74225,3788.0,3835.5,3784.5,3824.0,0.0001
2019-01-07 00:00:00,3806.91,4027.71,3800.31,3987.6,5384.74225,3824.0,4083.0,3819.5,4039.5,-0.00012614
2019-01-07 08:00:00,3987.62,4017.9,3970.03,4001.0,5365.780916666667,4039.5,4081.0,3985.0,4038.5,0.00048577
2019-01-07 16:00:00,4001.02,4015.0,3921.53,3969.91,5365.780916666667,4038.5,4052.0,3954.0,4011.5,-0.00032479
2019-01-08 00:00:00,3969.91,3994.98,3941.0,3975.45,5365.780916666667,4011.5,4029.0,3975.5,4005.0,0.0001
2019-01-08 08:00:00,3976.76,3989.0,3922.0,3953.6,5346.140333333333,4005.0,4016.0,3944.0,3982.5,7.8e-07
2019-01-08 16:00:00,3953.14,4069.8,3948.75,4000.48,5346.140333333333,3982.5,4115.0,3979.0,4031.0,0.0001
2019-01-09 00:00:00,4002.04,4007.84,3903.0,3955.13,5346.140333333333,4031.0,4037.0,3954.5,3995.0,0.0001
2019-01-09 08:00:00,3955.45,4002.0,3930.04,3987.88,5326.738166666667,3995.0,4035.0,3961.5,4018.5,-0.00035072
2019-01-09 16:00:00,3987.76,4006.81,3941.0,3958.28,5326.738166666667,4018.5,4044.0,3972.5,3989.5,0.0001
2019-01-10 00:00:00,3957.59,3990.0,3952.44,3966.65,5326.738166666667,3989.5,4026.0,3989.0,4000.5,0.0001
2019-01-10 08:00:00,3966.06,3996.01,3731.01,3777.02,5303.798666666668,4000.5,4035.0,3752.0,3795.5,0.0001
2019-01-10 16:00:00,3777.54,3783.32,3707.07,3726.39,5303.798666666668,3795.5,3803.0,3767.0,3779.5,-0.00010017
2019-01-11 00:00:00,3726.79,3726.79,3540.0,3585.88,5303.798666666668,3779.5,3780.0,3493.0,3619.0,0.0001
2019-01-11 08:00:00,3585.88,3617.04,3546.36,3595.47,5279.748083333334,3619.0,3650.0,3587.5,3637.0,-0.00136165
2019-01-11 16:00:00,3595.47,3635.0,3562.0,3585.51,5279.748083333334,3637.0,3670.0,3611.5,3637.5,0.0001
2019-01-12 00:00:00,3586.49,3658.0,3465.0,3601.31,5279.748083333334,3637.5,3691.5,3563.5,3631.0,-4.962e-05
2019-01-12 08:00:00,3601.31,3618.19,3533.0,3582.38,5255.635583333334,3631.0,3650.0,3615.0,3624.0,-0.0006746
2019-01-12 16:00:00,3582.09,3605.0,3530.0,3591.11,5255.635583333334,3624.0,3643.0,3558.0,3622.5,0.0001
2019-01-13 00:00:00,3591.11,3612.39,3563.01,3583.13,5255.635583333334,3622.5,3646.0,3592.5,3613.0,0.0001
2019-01-13 08:00:00,3584.1,3598.88,3564.41,3583.68,5230.317666666667,3613.0,3626.5,3596.5,3613.5,-0.00023712
2019-01-13 16:00:00,3583.68,3611.1,3560.26,3575.53,5230.317666666667,3613.5,3637.0,3587.0,3611.5,0.0001
2019-01-14 00:00:00,3576.32,3576.33,3441.3,3476.81,5230.317666666667,3611.5,3612.0,3482.5,3509.5,0.0001
2019-01-14 08:00:00,3477.56,3527.83,3467.02,3511.83,5206.326749999999,3509.5,3543.0,3506.5,3535.0,0.0001
2019-01-14 16:00:00,3511.73,3647.0,3485.02,3630.98,5206.326749999999,3535.0,3678.0,3522.0,3667.5,-0.00030484
2019-01-15 00:00:00,3630.98,3671.87,3590.0,3626.09,5206.326749999999,3667.5,3712.5,3643.0,3664.0,0.0001
2019-01-15 08:00:00,3626.08,3648.42,3610.12,3629.09,5183.863166666667,3664.0,3683.5,3656.0,3666.5,-7.66e-06
2019-01-15 16:00:00,3629.09,3640.77,3578.07,3596.98,5183.863166666667,3666.5,3669.5,3615.0,3625.5,6.998e-05
2019-01-16 00:00:00,3597.31,3610.73,3516.62,3553.06,5183.863166666667,3625.5,3637.0,3542.5,3578.5,0.0001
2019-01-16 08:00:00,3553.06,3583.71,3543.51,3555.07,5160.991416666667,3578.5,3606.5,3571.0,3576.0,-1.717e-05
2019-01-16 16:00:00,3556.04,3645.0,3553.96,3590.22,5160.991416666667,3576.0,3658.5,3576.0,3611.0,-0.00050521
2019-01-17 00:00:00,3591.16,3610.0,3560.2,3591.84,5160.991416666667,3611.0,3624.5,3575.5,3603.5,0.0001
2019-01-17 08:00:00,3591.84,3600.51,3551.16,3584.0,5137.860750000001,3603.5,3613.5,3564.5,3591.5,0.0001
2019-01-17 16:00:00,3583.73,3605.0,3530.39,3597.62,5137.860750000001,3591.5,3627.5,3547.0,3609.5,-0.00014109
2019-01-18 00:00:00,3597.17,3634.7,3573.0,3616.21,5137.860750000001,3609.5,3660.0,3597.5,3639.0,0.0001
2019-01-18 08:00:00,3613.32,3620.0,3585.7,3604.01,5113.718,3639.0,3639.5,3613.0,3622.5,-8.985e-05
2019-01-18 16:00:00,3604.01,3619.8,3576.68,3610.68,5113.718,3622.5,3629.5,3587.5,3624.5,0.0001
2019-01-19 00:00:00,3611.09,3612.07,3565.75,3594.87,5113.718,3624.5,3624.5,3576.0,3608.0,-0.00022169
2019-01-19 08:00:00,3594.87,3615.0,3594.23,3604.4,5087.937000000001,3608.0,3627.0,3607.5,3614.5,-0.00013058
2019-01-19 16:00:00,3604.42,3720.0,3604.01,3685.74,5087.937000000001,3614.5,3776.0,3614.5,3708.0,0.0001
2019-01-20 00:00:00,3685.64,3695.98,3662.2,3665.3,5087.937000000001,3708.0,3713.5,3676.5,3685.0,0.0001
2019-01-20 08:00:00,3665.75,3686.0,3655.0,3678.87,5061.405583333334,3685.0,3700.0,3680.0,3688.0,0.0001
2019-01-20 16:00:00,3678.2,3693.73,3475.0,3524.63,5061.405583333334,3688.0,3698.5,3461.5,3512.5,0.0001
2019-01-21 00:00:00,3524.57,3554.29,3510.28,3539.28,5061.405583333334,3512.5,3546.5,3506.0,3531.5,-0.00044888
2019-01-21 08:00:00,3539.26,3549.07,3501.0,3526.83,5034.8964166666665,3531.5,3543.5,3504.0,3530.0,-8.953e-05
2019-01-21 16:00:00,3526.82,3559.51,3516.35,3528.17,5034.8964166666665,3530.0,3570.5,3521.5,3537.0,0.0001
2019-01-22 00:00:00,3528.16,3540.81,3475.5,3526.9,5034.8964166666665,3537.0,3543.5,3479.0,3529.0,0.0001
2019-01-22 08:00:00,3526.88,3590.51,3500.04,3515.7,5009.80925,3529.0,3561.0,3514.5,3520.5,-0.00038482
2019-01-22 16:00:00,3516.58,3585.0,3434.85,3577.32,5009.80925,3520.5,3588.5,3418.0,3579.5,0.0001
2019-01-23 00:00:00,3577.33,3608.5,3560.0,3570.93,5009.80925,3579.5,3603.5,3568.0,3578.5,-0.00022916
